www.agrometeorologia.cl,Unnamed: 1,Unnamed: 2
17-08-2024,14.6,100
18-08-2024,12.8,100
19-08-2024,12.5,100
20-08-2024,12.7,100
21-08-2024,12.9,100
22-08-2024,13.2,100
23-08-2024,13.4,100
24-08-2024,13.9,100
25-08-2024,14.9,100
26-08-2024,14.7,100
27-08-2024,15,100
28-08-2024,15,100
29-08-2024,12.7,100
30-08-2024,15.4,100
31-08-2024,15.7,100
01-09-2024,16.8,100
02-09-2024,16.3,100
03-09-2024,15.6,100
04-09-2024,16.1,100
05-09-2024,16.9,100
06-09-2024,17.3,100
07-09-2024,16.8,100
08-09-2024,16.6,100
09-09-2024,17.9,100
10-09-2024,17.7,100
11-09-2024,18.4,100
12-09-2024,18.1,100
13-09-2024,18.3,100
14-09-2024,18.6,100
15-09-2024,18.9,100
16-09-2024,17.9,100
17-09-2024,19.3,100
18-09-2024,17.3,100
19-09-2024,17.6,100
20-09-2024,15.2,100
21-09-2024,18.4,100
22-09-2024,14.6,100
23-09-2024,16.9,100
24-09-2024,18.9,100
25-09-2024,18.9,100
26-09-2024,19.6,100
27-09-2024,18.8,100
28-09-2024,20.7,100
29-09-2024,20,100
30-09-2024,19.4,100
01-10-2024,18.8,100
02-10-2024,20.6,100
03-10-2024,22.2,100
04-10-2024,23.2,100
05-10-2024,23.6,100
06-10-2024,20.8,100
07-10-2024,23,100
08-10-2024,19,100
09-10-2024,20,100
10-10-2024,22.2,100
11-10-2024,19.3,100
12-10-2024,18.2,100
13-10-2024,21.1,100
14-10-2024,20.5,100
15-10-2024,21.8,100
16-10-2024,21.8,100
17-10-2024,23.8,100
18-10-2024,25.2,100
19-10-2024,25.2,100
20-10-2024,24.8,100
21-10-2024,25.8,100
22-10-2024,25.3,100
23-10-2024,23.2,100
24-10-2024,25.6,100
25-10-2024,26.1,100
26-10-2024,27.4,100
27-10-2024,27.9,100
28-10-2024,29.3,100
29-10-2024,28.7,100
30-10-2024,29.2,100
31-10-2024,28.4,100
01-11-2024,24.9,100
02-11-2024,28.1,100
03-11-2024,23.5,100
04-11-2024,27.6,100
05-11-2024,28.9,100
06-11-2024,29.7,100
07-11-2024,25.2,100
08-11-2024,29.7,100
09-11-2024,30.5,100
10-11-2024,29.2,100
11-11-2024,30.2,100
12-11-2024,31.2,100
13-11-2024,31.9,100
14-11-2024,31.6,100
15-11-2024,31.9,100
16-11-2024,25.7,100
17-11-2024,29.5,100
18-11-2024,30.2,100
19-11-2024,32.6,100
20-11-2024,30.2,100
21-11-2024,33.6,100
22-11-2024,34.2,100
23-11-2024,34.8,100
24-11-2024,35.5,100
25-11-2024,35.5,100
26-11-2024,35.6,100
27-11-2024,35.3,100
28-11-2024,35.3,100
29-11-2024,36,100
30-11-2024,35.9,100
01-12-2024,35.7,100
02-12-2024,36,100
03-12-2024,36.3,100
04-12-2024,36.2,100
05-12-2024,33.6,100
06-12-2024,33.2,100
07-12-2024,35,100
08-12-2024,35.8,100
09-12-2024,36.8,100
10-12-2024,37,100
11-12-2024,37.7,100
12-12-2024,37.4,100
13-12-2024,37.9,100
14-12-2024,38.2,100
15-12-2024,37.8,100
16-12-2024,38,100
17-12-2024,35.9,100
18-12-2024,37.8,100
19-12-2024,38.9,100
20-12-2024,36.8,100
21-12-2024,38.6,100
22-12-2024,39.6,100
23-12-2024,39.6,100
24-12-2024,39.5,100
25-12-2024,39.1,100
26-12-2024,39.3,100
27-12-2024,38.8,100
28-12-2024,39.3,100
29-12-2024,40,100
30-12-2024,39.8,100
31-12-2024,39.9,100
,,
,,
"El uso de los datos en publicaciones debe señalar la fuente de los datos y que es una colaboración entre INIA y las instituciones que mantienen convenio con INIA. Adicionalmente, se solicita colocar en un lugar visible el logo de la red agrometeorológica de INIA.",,
Descargar logo desde: https://agrometeorologia.cl/assets/img/agrometeorologia-logo.png,,
